Ni Co Cr
 1.0000000000000000
    14.1120000000000001    0.0000000000000000    0.0000000000000000
     0.0000000000000000   14.1120000000000001    0.0000000000000000
     0.0000000000000000    0.0000000000000000   14.1120000000000001
 Ni  Co  Cr 
  85  85  85
Cartesian
  0.0000000000000000  0.0000000000000000  0.0000000000000000
  0.0000000000000000  3.5280000000000000  0.0000000000000000
  3.5280000000000000  0.0000000000000000  0.0000000000000000
  3.5280000000000000  0.0000000000000000 10.5839999999999996
  3.5280000000000000  7.0560000000000000  0.0000000000000000
  3.5280000000000000  7.0560000000000000  7.0560000000000000
  3.5280000000000000 10.5839999999999996  0.0000000000000000
  3.5280000000000000 10.5839999999999996  7.0560000000000000
  7.0560000000000000  3.5280000000000000  7.0560000000000000
  7.0560000000000000  7.0560000000000000  7.0560000000000000
  7.0560000000000000  7.0560000000000000 10.5839999999999996
  7.0560000000000000 10.5839999999999996  7.0560000000000000
  7.0560000000000000 10.5839999999999996 10.5839999999999996
 10.5839999999999996  0.0000000000000000  7.0560000000000000
 10.5839999999999996  0.0000000000000000 10.5839999999999996
 10.5839999999999996  3.5280000000000000  3.5280000000000000
 10.5839999999999996  3.5280000000000000  7.0560000000000000
 10.5839999999999996  3.5280000000000000 10.5839999999999996
 10.5839999999999996  7.0560000000000000  3.5280000000000000
 10.5839999999999996 10.5839999999999996  3.5280000000000000
  0.0000000000000000  1.7640000000000000 12.3479999999999990
  0.0000000000000000  5.2919999999999998  1.7640000000000000
  0.0000000000000000  5.2919999999999998  5.2919999999999998
  0.0000000000000000  8.8200000000000003  5.2919999999999998
  0.0000000000000000  8.8200000000000003 12.3479999999999990
  0.0000000000000000 12.3479999999999990  1.7640000000000000
  0.0000000000000000 12.3479999999999990  8.8200000000000003
  3.5280000000000000  1.7640000000000000  1.7640000000000000
  3.5280000000000000  5.2919999999999998  8.8200000000000003
  3.5280000000000000  8.8200000000000003 12.3479999999999990
  3.5280000000000000 12.3479999999999990  1.7640000000000000
  7.0560000000000000  5.2919999999999998  5.2919999999999998
  7.0560000000000000  5.2919999999999998  8.8200000000000003
  7.0560000000000000  5.2919999999999998 12.3479999999999990
  7.0560000000000000  8.8200000000000003  1.7640000000000000
  7.0560000000000000 12.3479999999999990 12.3479999999999990
 10.5839999999999996  1.7640000000000000  1.7640000000000000
 10.5839999999999996  5.2919999999999998  5.2919999999999998
 10.5839999999999996  5.2919999999999998  8.8200000000000003
  1.7640000000000000  0.0000000000000000  5.2919999999999998
  1.7640000000000000  0.0000000000000000  8.8200000000000003
  1.7640000000000000  3.5280000000000000  5.2919999999999998
  1.7640000000000000  3.5280000000000000  8.8200000000000003
  1.7640000000000000  7.0560000000000000  5.2919999999999998
  1.7640000000000000  7.0560000000000000  8.8200000000000003
  1.7640000000000000  7.0560000000000000 12.3479999999999990
  1.7640000000000000 10.5839999999999996  1.7640000000000000
  5.2919999999999998  0.0000000000000000  8.8200000000000003
  5.2919999999999998  0.0000000000000000 12.3479999999999990
  5.2919999999999998  3.5280000000000000  1.7640000000000000
  5.2919999999999998  7.0560000000000000  1.7640000000000000
